date,open,high,low,close,volume
2020-01-06,0.1970,0.2259,0.1970,0.2226,92022218.9
2020-01-07,0.2227,0.2297,0.2071,0.2138,124985943.9
2020-01-08,0.2138,0.2204,0.2013,0.2078,79791597.2
2020-01-09,0.2078,0.2089,0.2010,0.2040,45126429.9
2020-01-10,0.2039,0.2136,0.2001,0.2128,62488677.4
2020-01-11,0.2128,0.2203,0.2085,0.2117,73742826.6
2020-01-12,0.2113,0.2170,0.2095,0.2158,66638560.6
2020-01-13,0.2155,0.2160,0.2104,0.2115,37926195.9
2020-01-14,0.2115,0.2458,0.2115,0.2350,209732728.8
2020-01-15,0.2350,0.2444,0.2268,0.2337,176527571.0
2020-01-16,0.2270,0.2352,0.2213,0.2270,75637794.6
2020-01-17,0.2291,0.2449,0.2279,0.2284,108824285.69999999
2020-01-18,0.2394,0.2552,0.2320,0.2441,153549609.9
2020-01-19,0.2442,0.2525,0.2260,0.2360,132454087.4
2020-01-20,0.2360,0.2370,0.2236,0.2335,77419621.8
2020-01-21,0.2333,0.2424,0.2290,0.2375,102077724.0
2020-01-22,0.2375,0.2404,0.2315,0.2376,87613905.1
2020-01-23,0.2375,0.2376,0.2202,0.2262,67311519.0
2020-01-24,0.2261,0.2265,0.2135,0.2224,81678743.4
2020-01-25,0.2224,0.2227,0.2167,0.2197,52182168.9
2020-01-26,0.2197,0.2330,0.2179,0.2313,67256850.5
2020-01-27,0.2315,0.2342,0.2265,0.2309,74631182.4
2020-01-28,0.2309,0.2423,0.2309,0.2393,108022768.8
2020-01-29,0.2394,0.2425,0.2343,0.2360,84632552.4
2020-01-30,0.2358,0.2486,0.2304,0.2443,136027408.5
2020-01-31,0.2443,0.2458,0.2333,0.2397,114882434.6
2020-02-01,0.2396,0.2434,0.2367,0.2416,78371892.9
2020-02-02,0.2417,0.2623,0.2359,0.2515,188036127.4
2020-02-03,0.2514,0.2603,0.2475,0.2550,136732781.0
2020-02-04,0.2550,0.2716,0.2478,0.2676,293891453.1
2020-02-05,0.2676,0.2826,0.2676,0.2786,326815683.9
2020-02-06,0.2784,0.2895,0.2672,0.2841,308785098.1
2020-02-07,0.2841,0.2890,0.2778,0.2799,179021253.9
2020-02-08,0.2799,0.2828,0.2631,0.2775,213133598.3
2020-02-09,0.2776,0.2895,0.2763,0.2828,186098848.0
2020-02-10,0.2832,0.2839,0.2670,0.2736,154571029.9
2020-02-11,0.2737,0.2847,0.2678,0.2816,170236592.2
2020-02-12,0.2817,0.3100,0.2817,0.3043,354388313.3
2020-02-13,0.3043,0.3413,0.2968,0.3276,766448983.5
2020-02-14,0.3274,0.3407,0.3102,0.3362,349052494.4
2020-02-15,0.3365,0.3476,0.2910,0.3075,453671357.3
2020-02-16,0.3075,0.3195,0.2670,0.2926,424275245.0
2020-02-17,0.2926,0.2954,0.2688,0.2877,322587027.3
2020-02-18,0.2878,0.3034,0.2748,0.2989,335345319.1
2020-02-19,0.2989,0.3088,0.2656,0.2746,334818871.3
2020-02-20,0.2746,0.2818,0.2609,0.2710,334462467.7
2020-02-21,0.2710,0.2795,0.2679,0.2745,242451597.6
2020-02-22,0.2746,0.2790,0.2702,0.2749,165919424.0
2020-02-23,0.2750,0.2852,0.2749,0.2834,215394996.2
2020-02-24,0.2834,0.2846,0.2643,0.2707,282851019.0
2020-02-25,0.2707,0.2711,0.2505,0.2524,278756681.8
2020-02-26,0.2525,0.2556,0.2223,0.2292,508044420.4
2020-02-27,0.2291,0.2476,0.2237,0.2388,314574391.9
2020-02-28,0.2387,0.2445,0.2283,0.2368,263044384.5
2020-02-29,0.2368,0.2428,0.2288,0.2291,178973905.3
2020-03-01,0.2291,0.2363,0.2246,0.2274,201275931.2
2020-03-02,0.2273,0.2417,0.2260,0.2399,191063851.5
2020-03-03,0.2399,0.2399,0.2300,0.2344,170532703.6
